update,agent_steps,elapsed_s,steps_per_s,mean_return,mean_score,mean_length,mean_grazes,mean_progress,best_score,policy_loss,value_loss,entropy
246,1011712,852.4,1187.0,308.42,25660.8,2812.7,367.5,1.0,29840.0,-0.0095,4.4768,2.6772
247,1015808,855.7,1187.1,308.42,25660.8,2812.7,367.5,1.0,29840.0,-0.0089,3.2954,2.6759
248,1019904,859.2,1187.1,308.42,25660.8,2812.7,367.5,1.0,29840.0,-0.0052,2.2516,2.6754
249,1024000,862.8,1186.9,308.09,25633.8,2810.5,369.3,1.0,29840.0,-0.007,4.0487,2.6661
250,1028096,866.4,1186.7,308.09,25633.8,2810.5,369.3,1.0,29840.0,-0.0057,1.4964,2.6637
251,1032192,870.0,1186.4,308.37,25663.0,2812.4,371.8,1.0,29840.0,-0.0054,5.0088,2.662
252,1036288,873.8,1185.9,307.95,25625.0,2812.2,373.2,1.0,29840.0,-0.0031,2.2861,2.6647
253,1040384,877.3,1185.9,307.95,25625.0,2812.2,373.2,1.0,29840.0,-0.0057,2.2917,2.6602
254,1044480,881.0,1185.5,308.44,25662.2,2816.5,373.7,1.0,29840.0,-0.0015,8.978,2.6448
255,1048576,884.5,1185.5,309.55,25774.2,2804.2,365.2,1.0,29840.0,-0.002,8.2306,2.6554
256,1052672,887.9,1185.6,309.5,25780.2,2800.8,365.1,1.0,29840.0,-0.0069,4.5644,2.6814
257,1056768,891.3,1185.6,308.86,25731.5,2785.5,364.7,1.0,29840.0,-0.0083,6.1086,2.6662
258,1060864,894.7,1185.7,309.66,25823.0,2778.3,367.4,1.0,29840.0,-0.0024,7.5975,2.6492
259,1064960,898.1,1185.8,309.36,25788.8,2778.4,366.0,1.0,29840.0,-0.0075,3.353,2.6562
260,1069056,901.5,1185.8,309.35,25785.8,2777.2,368.5,1.0,29840.0,-0.0033,2.9198,2.6554
261,1073152,904.9,1186.0,308.79,25736.8,2773.2,369.8,1.0,29840.0,-0.0088,6.2399,2.634
262,1077248,908.2,1186.1,308.94,25747.5,2770.6,368.5,1.0,29840.0,-0.0028,9.256,2.6455
263,1081344,911.6,1186.3,308.94,25747.5,2770.6,368.5,1.0,29840.0,0.0009,2.1353,2.665
264,1085440,914.9,1186.4,308.59,25716.2,2770.5,369.9,1.0,29840.0,-0.0025,3.7455,2.6674
265,1089536,918.2,1186.6,308.43,25680.2,2786.4,373.7,1.0,29840.0,-0.0059,5.1402,2.6736
266,1093632,921.6,1186.7,307.57,25590.0,2798.7,379.5,1.0,29840.0,-0.0021,5.3959,2.6764
267,1097728,925.0,1186.8,307.57,25590.0,2798.7,379.5,1.0,29840.0,-0.0021,2.498,2.6772
268,1101824,928.4,1186.8,307.87,25610.5,2803.9,379.4,1.0,29840.0,-0.0013,4.464,2.6863
269,1105920,931.7,1187.0,307.99,25619.2,2807.3,378.6,1.0,29840.0,-0.0028,3.6017,2.6876
270,1110016,935.1,1187.1,307.99,25619.2,2807.3,378.6,1.0,29840.0,-0.0064,1.0039,2.694
271,1114112,938.5,1187.2,307.99,25619.2,2807.3,378.6,1.0,29840.0,-0.006,2.1344,2.6753
272,1118208,941.9,1187.2,307.35,25551.0,2811.6,382.2,1.0,29840.0,0.0023,3.5517,2.6664
273,1122304,945.2,1187.3,307.35,25551.0,2811.6,382.2,1.0,29840.0,-0.0069,1.6283,2.6757
274,1126400,948.6,1187.4,307.35,25551.0,2811.6,382.2,1.0,29840.0,-0.0048,1.3707,2.6582
275,1130496,952.0,1187.5,307.18,25524.8,2813.2,385.2,1.0,29840.0,-0.0087,7.8781,2.6293
276,1134592,955.4,1187.6,307.87,25600.2,2802.9,379.5,1.0,29840.0,-0.0004,10.0179,2.6197
277,1138688,958.7,1187.7,307.43,25564.5,2798.3,377.8,1.0,29840.0,-0.0038,7.3418,2.6413
278,1142784,962.1,1187.8,307.29,25549.5,2796.0,379.6,1.0,29840.0,-0.0029,3.7156,2.638
279,1146880,965.5,1187.9,307.09,25543.2,2790.0,379.2,1.0,29840.0,-0.0051,8.6316,2.6255
280,1150976,968.9,1187.9,306.59,25494.0,2799.7,386.1,1.0,29840.0,-0.0011,8.6453,2.6436
281,1155072,972.3,1188.0,307.54,25583.2,2798.2,389.0,1.0,29840.0,-0.0009,3.7055,2.6525
282,1159168,975.6,1188.1,307.54,25583.2,2798.2,389.0,1.0,29840.0,-0.0042,2.6654,2.6569
283,1163264,979.1,1188.1,306.78,25513.0,2796.3,391.2,1.0,29840.0,-0.0044,6.3441,2.6639
284,1167360,982.4,1188.2,306.66,25492.5,2800.7,390.4,1.0,29840.0,-0.0033,4.1043,2.6564
285,1171456,985.8,1188.3,307.12,25537.0,2810.1,392.5,1.0,29840.0,-0.0024,3.3572,2.6549
286,1175552,989.1,1188.5,308.03,25612.0,2810.7,381.8,1.0,29840.0,-0.0066,5.5736,2.6586
287,1179648,992.4,1188.6,308.03,25612.0,2810.7,381.8,1.0,29840.0,-0.006,2.546,2.6739
288,1183744,995.7,1188.8,308.03,25612.0,2810.7,381.8,1.0,29840.0,-0.0077,2.2014,2.6731
289,1187840,999.1,1188.9,308.23,25643.2,2811.4,383.3,1.0,29840.0,-0.0013,5.2364,2.655
290,1191936,1002.5,1189.0,308.23,25643.2,2811.4,383.3,1.0,29840.0,-0.0081,1.9934,2.6644
291,1196032,1005.9,1189.0,308.23,25643.2,2811.4,383.3,1.0,29840.0,-0.0024,1.8116,2.6523
292,1200128,1009.5,1188.8,308.46,25668.8,2815.8,386.4,1.0,29840.0,-0.0052,5.2821,2.6528
293,1204224,1013.0,1188.7,308.46,25668.8,2815.8,386.4,1.0,29840.0,-0.0035,1.8571,2.637
294,1208320,1016.5,1188.7,308.44,25674.5,2815.7,387.1,1.0,29840.0,-0.008,1.2316,2.6556
295,1212416,1020.1,1188.5,308.62,25692.2,2816.5,387.0,1.0,29840.0,-0.0059,5.0862,2.6499
296,1216512,1023.6,1188.5,308.92,25721.2,2813.6,386.6,1.0,29840.0,-0.0066,4.846,2.6366
297,1220608,1027.2,1188.3,308.61,25727.0,2783.8,384.6,1.0,29840.0,-0.0042,6.4813,2.5939
298,1224704,1030.6,1188.4,308.58,25734.8,2773.6,386.1,1.0,29840.0,-0.0014,6.3488,2.6114
299,1228800,1033.9,1188.5,308.86,25766.2,2773.6,387.0,1.0,29840.0,-0.0023,3.7683,2.6091
300,1232896,1037.2,1188.6,309.21,25813.5,2769.1,387.2,1.0,29840.0,-0.0086,7.0306,2.5811
301,1236992,1040.6,1188.7,308.98,25796.0,2775.0,389.5,1.0,29840.0,-0.0011,5.4053,2.5876
302,1241088,1043.9,1188.9,308.11,25705.8,2778.0,391.7,1.0,29840.0,-0.0016,6.9147,2.5501
303,1245184,1047.3,1189.0,308.35,25727.2,2779.9,392.3,1.0,29840.0,-0.0037,4.0398,2.5929
304,1249280,1050.7,1189.0,308.35,25727.2,2779.9,392.3,1.0,29840.0,-0.0021,3.2714,2.5969
305,1253376,1054.5,1188.6,308.94,25781.5,2792.6,395.1,1.0,29840.0,-0.0047,9.8591,2.5978
306,1257472,1058.0,1188.6,308.98,25789.8,2791.7,394.7,1.0,29840.0,-0.0037,5.7124,2.6029
307,1261568,1061.4,1188.6,309.18,25810.2,2795.1,394.1,1.0,29840.0,-0.0033,7.7965,2.5949
308,1265664,1064.8,1188.6,309.55,25847.5,2799.0,396.2,1.0,29840.0,-0.0069,3.3883,2.6426
309,1269760,1068.2,1188.6,309.55,25847.5,2799.0,396.2,1.0,29840.0,-0.0025,3.4712,2.6329
310,1273856,1071.7,1188.7,309.57,25851.0,2801.3,396.1,1.0,29840.0,-0.0051,3.467,2.6459
311,1277952,1075.1,1188.7,309.57,25851.0,2801.3,396.1,1.0,29840.0,-0.0064,0.7735,2.6646
312,1282048,1078.6,1188.6,309.57,25851.0,2801.3,396.1,1.0,29840.0,-0.0059,4.0841,2.6453
313,1286144,1082.1,1188.5,309.27,25839.0,2794.1,397.0,1.0,29840.0,-0.0013,2.8658,2.6542
314,1290240,1085.6,1188.5,309.96,25905.5,2789.0,396.6,1.0,29840.0,-0.0045,4.6783,2.6492
315,1294336,1089.1,1188.5,309.96,25905.5,2789.0,396.6,1.0,29840.0,-0.0046,1.9878,2.6647
316,1298432,1092.5,1188.5,309.96,25905.5,2789.0,396.6,1.0,29840.0,-0.0059,1.5655,2.6567
317,1302528,1095.9,1188.5,309.96,25905.5,2789.0,396.6,1.0,29840.0,-0.0065,2.725,2.6497
318,1306624,1099.7,1188.2,310.05,25919.8,2788.2,396.6,1.0,29840.0,-0.0035,5.6228,2.6503
319,1310720,1103.6,1187.7,309.01,25817.8,2785.4,402.4,1.0,29840.0,-0.001,3.0426,2.6532
320,1314816,1107.2,1187.5,308.07,25724.0,2781.5,401.2,1.0,29840.0,-0.0021,3.3215,2.6547
321,1318912,1110.9,1187.2,308.49,25771.0,2780.1,403.2,1.0,29840.0,-0.0029,5.259,2.6686
322,1323008,1114.6,1187.0,308.41,25756.0,2783.5,404.5,1.0,29840.0,-0.0019,7.4531,2.635
323,1327104,1118.2,1186.8,308.05,25746.0,2776.5,409.6,1.0,29840.0,-0.004,8.5236,2.636
324,1331200,1121.7,1186.8,307.28,25677.5,2775.1,411.7,1.0,29840.0,-0.0049,4.2082,2.6669
325,1335296,1125.1,1186.8,307.28,25677.5,2775.1,411.7,1.0,29840.0,-0.0035,4.2766,2.683
326,1339392,1128.6,1186.8,308.16,25773.2,2767.9,418.3,1.0,29840.0,-0.0078,9.7314,2.6557
327,1343488,1132.0,1186.8,308.17,25773.8,2764.8,418.4,1.0,29840.0,-0.0039,3.9222,2.6545
328,1347584,1135.5,1186.8,307.95,25762.5,2757.6,420.1,1.0,29840.0,-0.0052,3.9418,2.6685
329,1351680,1139.0,1186.7,307.95,25762.5,2757.6,420.1,1.0,29840.0,-0.0028,2.3456,2.6765
330,1355776,1142.8,1186.4,307.63,25732.5,2752.1,421.4,1.0,29840.0,-0.0025,3.715,2.6903
331,1359872,1146.5,1186.1,307.63,25732.5,2752.1,421.4,1.0,29840.0,-0.0041,2.2992,2.6786
332,1363968,1150.1,1185.9,307.14,25681.0,2746.7,419.5,1.0,29840.0,-0.0028,4.3743,2.6915
333,1368064,1153.4,1186.1,307.14,25681.0,2746.7,419.5,1.0,29840.0,-0.0045,2.9894,2.6905
334,1372160,1156.9,1186.1,307.14,25681.0,2746.7,419.5,1.0,29840.0,-0.0029,1.6662,2.6683
335,1376256,1160.4,1186.1,307.15,25682.0,2746.8,423.7,1.0,29840.0,-0.0049,4.1649,2.6752
336,1380352,1163.9,1186.0,307.15,25682.0,2746.8,423.7,1.0,29840.0,-0.0086,2.3884,2.6959
337,1384448,1167.5,1185.8,307.15,25682.0,2746.8,423.7,1.0,29840.0,-0.0047,1.516,2.6848
338,1388544,1171.2,1185.6,307.15,25682.0,2746.8,423.7,1.0,29840.0,-0.0031,1.6852,2.6701
339,1392640,1174.9,1185.3,306.24,25598.0,2735.7,427.6,1.0,29840.0,-0.0049,6.9627,2.6542
340,1396736,1178.6,1185.1,306.28,25593.0,2737.1,428.4,1.0,29840.0,-0.0022,6.282,2.6476
341,1400832,1182.3,1184.8,306.78,25647.5,2740.9,438.1,1.0,29840.0,0.0004,5.0911,2.6591
342,1404928,1185.9,1184.7,306.46,25622.0,2737.6,439.8,1.0,29840.0,-0.0028,3.34,2.6427
343,1409024,1189.5,1184.5,307.11,25694.0,2738.5,444.0,1.0,29840.0,-0.0017,6.9157,2.617
344,1413120,1193.1,1184.4,307.2,25709.8,2731.8,444.9,1.0,29840.0,-0.0063,7.2236,2.6202
345,1417216,1196.9,1184.1,306.87,25683.8,2728.2,446.8,1.0,29840.0,-0.0011,3.7959,2.6606
346,1421312,1200.9,1183.6,306.8,25680.5,2732.3,451.8,1.0,29840.0,-0.0021,4.7664,2.6561
347,1425408,1204.6,1183.3,307.02,25714.0,2728.1,456.3,1.0,29840.0,-0.0022,5.8051,2.6371
348,1429504,1208.3,1183.1,307.1,25719.8,2726.6,455.8,1.0,29840.0,-0.0027,4.8647,2.6427
349,1433600,1211.8,1183.1,308.01,25794.0,2732.1,459.9,1.0,29840.0,-0.0014,6.5256,2.6635
350,1437696,1215.1,1183.2,308.36,25830.2,2730.5,457.8,1.0,29840.0,-0.004,4.9468,2.6781
351,1441792,1218.5,1183.3,308.39,25834.2,2733.1,457.3,1.0,29840.0,-0.0012,7.9605,2.6861
352,1445888,1222.3,1183.0,308.0,25797.2,2731.2,456.6,1.0,29840.0,-0.0041,2.1516,2.6791
353,1449984,1225.7,1183.0,308.0,25797.2,2731.2,456.6,1.0,29840.0,-0.0028,1.7406,2.6836
354,1454080,1229.1,1183.0,308.0,25797.2,2731.2,456.6,1.0,29840.0,-0.0037,2.9806,2.6855
355,1458176,1232.5,1183.1,308.63,25859.5,2732.1,450.9,1.0,29840.0,0.0001,6.9555,2.679
356,1462272,1235.9,1183.1,308.49,25852.5,2729.1,453.0,1.0,29840.0,-0.0037,3.5852,2.6923
357,1466368,1239.4,1183.1,308.49,25852.5,2729.1,453.0,1.0,29840.0,-0.0023,2.3977,2.7006
358,1470464,1242.8,1183.2,308.49,25852.5,2729.1,453.0,1.0,29840.0,-0.0038,2.1544,2.6923
359,1474560,1246.1,1183.3,308.49,25852.5,2729.1,453.0,1.0,29840.0,-0.0028,3.1378,2.6963
360,1478656,1249.5,1183.4,308.43,25862.2,2724.7,464.0,1.0,29840.0,0.0008,11.391,2.6614
361,1482752,1252.9,1183.5,308.94,25921.0,2724.2,473.4,1.0,29840.0,-0.0018,6.2136,2.6797
362,1486848,1256.3,1183.6,308.94,25921.0,2724.2,473.4,1.0,29840.0,-0.0018,2.8655,2.6767
363,1490944,1259.6,1183.6,309.35,25964.0,2729.7,476.5,1.0,29840.0,-0.0047,4.2932,2.6796
364,1495040,1263.0,1183.7,308.75,25915.2,2737.4,485.4,1.0,29840.0,-0.0059,12.9614,2.6607
365,1499136,1266.4,1183.8,309.13,25957.5,2736.9,488.7,1.0,29840.0,-0.0026,6.0834,2.6464
366,1503232,1269.7,1183.9,308.18,25861.8,2748.5,489.4,1.0,29840.0,-0.0031,13.4527,2.6677
367,1507328,1273.3,1183.8,307.5,25792.2,2754.3,497.2,1.0,29840.0,-0.0024,7.9751,2.6664
368,1511424,1277.0,1183.5,305.89,25636.2,2749.0,501.1,1.0,29840.0,-0.0061,6.7096,2.6722
369,1515520,1280.5,1183.5,305.89,25627.8,2750.1,502.9,1.0,29840.0,-0.0005,3.3827,2.6732
370,1519616,1283.9,1183.6,305.31,25574.8,2756.1,511.4,1.0,29840.0,-0.0022,8.7188,2.6734
371,1523712,1287.5,1183.5,305.28,25582.0,2757.7,518.1,1.0,29840.0,-0.0015,5.5314,2.6752
372,1527808,1291.0,1183.4,304.01,25447.8,2757.1,517.0,1.0,29840.0,-0.0021,4.9079,2.6798
373,1531904,1294.5,1183.4,303.97,25432.5,2764.8,521.0,1.0,29840.0,-0.0049,4.6335,2.6833
374,1536000,1298.0,1183.4,303.97,25432.5,2764.8,521.0,1.0,29840.0,-0.002,2.1723,2.6777
375,1540096,1301.4,1183.4,303.41,25373.8,2770.9,522.9,1.0,29840.0,-0.0019,6.7068,2.6888
376,1544192,1304.9,1183.4,303.41,25377.8,2770.8,524.3,1.0,29840.0,-0.0055,3.2525,2.7008
377,1548288,1308.5,1183.3,302.25,25271.2,2769.1,527.0,1.0,29840.0,-0.0024,5.5474,2.69
378,1552384,1312.0,1183.3,302.25,25271.2,2769.1,527.0,1.0,29840.0,-0.0034,1.2383,2.7106
379,1556480,1315.5,1183.2,302.25,25271.2,2769.1,527.0,1.0,29840.0,-0.0054,1.6311,2.7156
380,1560576,1319.1,1183.1,302.4,25288.5,2766.8,526.5,1.0,29840.0,-0.0038,7.3304,2.6954
381,1564672,1322.7,1182.9,302.4,25288.5,2766.8,526.5,1.0,29840.0,-0.0031,2.0419,2.684
382,1568768,1326.2,1182.9,301.51,25215.0,2766.4,532.0,1.0,29840.0,-0.0055,4.2978,2.7012
383,1572864,1329.7,1182.9,301.51,25215.0,2766.4,532.0,1.0,29840.0,-0.0055,2.407,2.6858
384,1576960,1333.2,1182.8,300.52,25090.2,2772.7,545.1,1.0,29840.0,0.0004,10.2475,2.6658
385,1581056,1336.7,1182.8,299.44,24978.2,2776.5,541.0,1.0,29840.0,-0.0056,8.9313,2.6714
386,1585152,1340.3,1182.7,298.62,24893.2,2772.8,538.5,1.0,29840.0,-0.0017,5.3936,2.6825
387,1589248,1343.8,1182.6,297.56,24795.0,2768.4,538.4,1.0,29840.0,-0.0032,8.3783,2.6689
388,1593344,1347.3,1182.6,297.14,24760.5,2756.8,542.2,1.0,29840.0,-0.0071,6.4592,2.6683
389,1597440,1350.9,1182.5,296.86,24714.8,2759.5,543.2,1.0,29840.0,-0.0005,8.2524,2.6677
390,1601536,1354.4,1182.5,296.5,24687.2,2755.3,543.2,1.0,29840.0,-0.0044,8.3559,2.6643
391,1605632,1357.9,1182.5,295.89,24618.0,2752.5,541.8,1.0,29840.0,-0.0065,6.7747,2.6768
392,1609728,1361.3,1182.5,296.07,24620.8,2748.7,541.6,1.0,29840.0,0.0008,3.8583,2.671
393,1613824,1364.8,1182.5,295.49,24557.8,2753.7,541.1,1.0,29840.0,-0.0031,7.5963,2.6712
394,1617920,1368.2,1182.5,295.49,24557.8,2753.7,541.1,1.0,29840.0,-0.0017,2.9472,2.6853
395,1622016,1371.7,1182.5,295.27,24542.8,2750.2,540.6,1.0,29840.0,-0.0034,2.736,2.6958
396,1626112,1375.2,1182.5,295.48,24569.8,2748.7,539.5,1.0,29840.0,-0.0033,3.5571,2.679
397,1630208,1378.8,1182.4,295.62,24575.0,2746.1,537.6,1.0,29840.0,-0.003,4.2,2.6902
398,1634304,1382.3,1182.3,295.51,24565.2,2744.3,537.3,1.0,29840.0,-0.0019,4.1155,2.6927
399,1638400,1385.8,1182.2,295.51,24565.2,2744.3,537.3,1.0,29840.0,-0.005,1.8495,2.6945
400,1642496,1389.3,1182.2,295.98,24603.8,2749.0,537.0,1.0,29840.0,-0.004,4.1777,2.6995
401,1646592,1392.8,1182.2,295.98,24603.8,2749.0,537.0,1.0,29840.0,-0.0028,1.9306,2.6895
402,1650688,1396.3,1182.1,296.94,24699.0,2742.7,526.9,1.0,29840.0,-0.002,4.6524,2.6885
403,1654784,1399.9,1182.1,296.75,24686.2,2740.3,527.9,1.0,29840.0,-0.0019,4.1664,2.6914
404,1658880,1403.4,1182.0,296.98,24716.0,2733.5,524.7,1.0,29840.0,-0.0027,2.9896,2.679
405,1662976,1406.9,1182.0,297.01,24718.5,2726.2,524.5,1.0,29840.0,-0.0011,5.4146,2.6628
406,1667072,1410.5,1181.9,297.58,24779.5,2726.0,525.5,1.0,29840.0,-0.0017,9.0285,2.6362
407,1671168,1414.0,1181.8,296.71,24706.8,2730.5,529.7,1.0,29840.0,0.001,15.128,2.656
408,1675264,1417.5,1181.9,295.86,24645.8,2721.7,529.0,1.0,29840.0,0.0004,6.1472,2.6769
409,1679360,1421.0,1181.8,295.86,24645.8,2721.7,529.0,1.0,29840.0,-0.0038,2.3851,2.6773
410,1683456,1424.5,1181.8,295.55,24614.8,2725.7,530.2,1.0,29840.0,-0.0016,6.3667,2.6465
411,1687552,1428.0,1181.8,295.67,24633.2,2726.5,532.9,1.0,29840.0,-0.0033,5.7383,2.6483
412,1691648,1431.5,1181.7,295.59,24629.2,2733.0,536.4,1.0,29840.0,-0.0012,8.6548,2.644
413,1695744,1435.1,1181.6,295.59,24629.2,2733.0,536.4,1.0,29840.0,-0.0015,3.8196,2.6421
414,1699840,1438.9,1181.3,296.1,24680.5,2740.4,526.5,1.0,29840.0,-0.0017,10.4413,2.6582
415,1703936,1442.7,1181.1,296.71,24729.0,2745.7,525.0,1.0,29840.0,-0.0013,4.0439,2.6579
416,1708032,1446.4,1180.9,296.71,24729.0,2745.7,525.0,1.0,29840.0,-0.0033,1.2462,2.6874
417,1712128,1450.0,1180.8,296.71,24729.0,2745.7,525.0,1.0,29840.0,-0.002,2.1115,2.6729
418,1716224,1453.6,1180.6,296.9,24753.8,2743.5,525.8,1.0,29840.0,-0.0022,6.3674,2.6799
419,1720320,1457.2,1180.6,296.83,24759.0,2739.2,526.0,1.0,29840.0,-0.001,2.1498,2.6864
420,1724416,1460.9,1180.3,296.83,24759.0,2739.2,526.0,1.0,29840.0,-0.0016,1.6958,2.6795
421,1728512,1464.4,1180.4,296.83,24759.0,2739.2,526.0,1.0,29840.0,-0.0004,3.4667,2.6841
422,1732608,1468.0,1180.3,296.83,24759.0,2739.2,526.0,1.0,29840.0,-0.0019,2.6999,2.6722
423,1736704,1471.4,1180.3,297.66,24849.5,2746.7,530.2,1.0,29840.0,-0.0021,4.9122,2.6549
424,1740800,1474.8,1180.4,298.11,24895.2,2749.5,530.2,1.0,29840.0,-0.0022,2.5621,2.6639
425,1744896,1478.2,1180.4,298.23,24927.2,2736.7,531.4,1.0,29840.0,-0.0006,2.6266,2.675
426,1748992,1481.6,1180.5,298.49,24941.2,2738.0,532.6,1.0,29840.0,-0.0005,4.3679,2.6603
427,1753088,1484.9,1180.6,298.11,24916.2,2739.4,541.5,1.0,29840.0,-0.0026,12.1082,2.646
428,1757184,1488.4,1180.6,297.71,24871.0,2745.4,542.6,1.0,29840.0,-0.0018,5.6728,2.6278
429,1761280,1491.7,1180.7,297.15,24819.8,2743.9,544.9,1.0,29840.0,0.0009,6.1003,2.6575
430,1765376,1495.3,1180.6,297.15,24819.8,2743.9,544.9,1.0,29840.0,-0.0025,2.163,2.6727
431,1769472,1498.9,1180.5,296.91,24795.8,2743.9,548.0,1.0,29840.0,-0.0008,6.1507,2.6513
432,1773568,1502.5,1180.4,297.27,24827.0,2745.2,546.0,1.0,29840.0,-0.0011,4.3178,2.6379
433,1777664,1506.1,1180.3,298.01,24892.2,2738.8,542.7,1.0,29840.0,-0.0033,6.2432,2.663
434,1781760,1509.7,1180.2,298.01,24892.2,2738.8,542.7,1.0,29840.0,-0.0006,4.784,2.6545
435,1785856,1513.3,1180.1,299.88,25065.0,2738.1,533.8,1.0,29840.0,-0.0007,9.702,2.6555
436,1789952,1516.8,1180.1,300.7,25135.0,2750.2,536.4,1.0,29840.0,-0.0012,7.6386,2.6389
437,1794048,1520.3,1180.1,300.7,25135.0,2750.2,536.4,1.0,29840.0,-0.0006,1.3162,2.6583
438,1798144,1523.9,1180.0,300.7,25135.0,2750.2,536.4,1.0,29840.0,-0.0012,3.0241,2.6659
439,1802240,1527.4,1180.0,302.52,25305.5,2750.4,532.8,1.0,29840.0,-0.0025,6.1337,2.6672
440,1806336,1530.9,1179.9,301.96,25242.2,2749.8,530.2,1.0,29840.0,-0.0022,4.5239,2.6617
441,1810432,1534.4,1179.9,302.64,25311.8,2752.6,530.9,1.0,29840.0,-0.0031,3.8044,2.6606
442,1814528,1537.9,1179.8,302.64,25311.8,2752.6,530.9,1.0,29840.0,-0.0022,1.5154,2.6779
443,1818624,1541.5,1179.7,302.64,25311.8,2752.6,530.9,1.0,29840.0,-0.0018,2.8307,2.6704
444,1822720,1545.1,1179.7,303.47,25411.5,2747.2,532.5,1.0,29840.0,-0.001,3.7707,2.6724
445,1826816,1548.6,1179.6,303.47,25411.5,2747.2,532.5,1.0,29840.0,-0.0002,3.0572,2.6693
446,1830912,1552.2,1179.5,302.83,25347.5,2746.7,542.4,1.0,29840.0,-0.0013,4.2224,2.6755
447,1835008,1555.8,1179.5,302.14,25273.0,2748.5,542.9,1.0,29840.0,-0.0027,7.9808,2.6786
448,1839104,1559.3,1179.4,302.33,25288.5,2748.2,541.5,1.0,29840.0,-0.0005,6.046,2.6536
449,1843200,1562.8,1179.4,302.89,25340.2,2744.9,536.8,1.0,29840.0,0.0002,4.3844,2.6538
450,1847296,1566.3,1179.4,303.5,25393.8,2741.4,527.6,1.0,29840.0,-0.0011,9.1634,2.6507
451,1851392,1569.8,1179.4,303.92,25424.5,2748.7,526.8,1.0,29840.0,-0.0023,3.4102,2.6723
452,1855488,1573.3,1179.3,303.92,25424.5,2748.7,526.8,1.0,29840.0,-0.0016,1.5315,2.6714
453,1859584,1576.8,1179.3,305.14,25543.2,2751.9,522.5,1.0,29840.0,-0.0012,14.903,2.6615
454,1863680,1580.4,1179.3,305.34,25566.8,2751.8,521.0,1.0,29840.0,-0.0014,5.0464,2.6631
455,1867776,1583.8,1179.3,305.42,25580.5,2754.3,522.2,1.0,29840.0,-0.0002,7.6781,2.6784
456,1871872,1587.8,1178.9,306.47,25673.0,2759.2,526.7,1.0,29840.0,-0.001,6.8621,2.6548
457,1875968,1591.5,1178.7,306.72,25697.8,2755.6,525.1,1.0,29840.0,-0.001,8.3291,2.6756
458,1880064,1595.0,1178.7,306.32,25656.8,2756.3,524.9,1.0,29840.0,-0.0016,1.2226,2.6725
459,1884160,1598.5,1178.7,306.32,25656.8,2756.3,524.9,1.0,29840.0,-0.0008,1.4138,2.6708
460,1888256,1601.9,1178.8,306.09,25646.5,2751.0,524.2,1.0,29840.0,-0.0002,3.6087,2.6841
461,1892352,1605.2,1178.9,306.24,25654.0,2755.0,522.0,1.0,29840.0,-0.0005,5.3131,2.6628
462,1896448,1608.7,1178.9,306.38,25669.2,2754.1,523.8,1.0,29840.0,-0.0008,5.6136,2.6816
463,1900544,1612.1,1178.9,306.38,25669.2,2754.1,523.8,1.0,29840.0,-0.0008,2.5001,2.6916
464,1904640,1615.5,1178.9,306.38,25669.2,2754.1,523.8,1.0,29840.0,-0.0005,3.8212,2.6819
465,1908736,1618.9,1179.0,305.02,25546.5,2744.1,524.7,1.0,29840.0,-0.0006,2.5287,2.6864
466,1912832,1622.4,1179.0,305.02,25546.5,2744.1,524.7,1.0,29840.0,-0.0006,2.645,2.6904
467,1916928,1625.9,1179.0,305.47,25590.0,2738.7,522.2,1.0,29840.0,-0.0003,5.8233,2.6734
468,1921024,1629.3,1179.1,305.24,25567.8,2729.6,518.7,1.0,29840.0,-0.0004,6.4747,2.6791
469,1925120,1632.7,1179.1,305.02,25549.8,2722.0,518.6,1.0,29840.0,-0.0003,6.3121,2.6568
470,1929216,1636.1,1179.2,305.67,25613.8,2723.6,512.7,1.0,29840.0,-0.0006,2.7137,2.6552
471,1933312,1639.6,1179.1,305.45,25599.8,2715.3,508.4,1.0,29840.0,-0.0001,10.7715,2.6619
472,1937408,1643.1,1179.1,305.73,25632.5,2718.3,507.0,1.0,29840.0,-0.0001,3.4773,2.6646
473,1941504,1646.5,1179.2,305.56,25610.2,2723.4,508.3,1.0,29840.0,-0.0004,3.0742,2.6718
474,1945600,1649.9,1179.2,305.58,25607.5,2720.2,505.1,1.0,29840.0,-0.0006,5.2189,2.6648
475,1949696,1653.3,1179.3,305.48,25603.5,2718.6,503.6,1.0,29840.0,-0.0002,4.1088,2.6577
476,1953792,1656.6,1179.4,304.47,25508.2,2712.1,501.4,1.0,29840.0,-0.0003,9.1584,2.6727
477,1957888,1660.0,1179.5,304.47,25508.2,2712.1,501.4,1.0,29840.0,-0.0003,3.1368,2.669
478,1961984,1663.5,1179.5,303.14,25392.8,2709.7,508.0,1.0,29840.0,-0.0001,7.4376,2.6669
479,1966080,1666.8,1179.5,303.35,25398.8,2721.6,507.4,1.0,29840.0,0.0002,12.87,2.6743
480,1970176,1670.2,1179.6,303.35,25398.8,2721.6,507.4,1.0,29840.0,-0.0002,1.7292,2.6787
481,1974272,1673.6,1179.7,303.08,25374.0,2722.6,504.9,1.0,29840.0,-0.0002,3.3906,2.6715
482,1978368,1677.3,1179.5,303.22,25383.2,2723.9,504.2,1.0,29840.0,-0.0003,3.2698,2.671
483,1982464,1680.6,1179.6,302.67,25339.0,2720.2,501.4,1.0,29840.0,-0.0001,5.6433,2.6798
